"","V1","V2","V3","V4"
"mPercrisk",0.981423922118163,0,0,0.0185760778818368
"",0.98140335799569,0,0,0.0185966420043105
"",0.988127660423491,3.02320956030346e-07,4.31348006702893e-08,0.011871994120756
"",0.993347592973163,2.65022522928973e-06,3.72722360378844e-06,0.00664602957800133
"",0.997069317053324,8.1551116023485e-06,1.77516589293686e-06,0.00292075266918249
"",0.999301497169836,5.87415663635557e-06,1.33664003372172e-06,0.000691292033491554
"",0.996230949480914,0.00376756041563154,1.3777345697803e-06,1.12368884978294e-07
"",0.981088737639476,0.0189103358820729,6.49269845495184e-07,2.77208605442127e-07
"",0.964510059037271,0.03548514153516,2.46103125669777e-06,2.33839631204463e-06
"",0.946792924645449,0.0531646525773521,4.21534057208641e-05,2.69371478829978e-07
"",0.927883468579299,0.0720539537937309,6.10803866685e-05,1.49724030211064e-06
"",0.908028972482798,0.0919394610256582,2.92714765114651e-05,2.29501503237311e-06
"",0.887328039862783,0.11253696210762,0.000132858751867522,2.13927773094015e-06
"",0.865415090461297,0.134443612515276,0.000134692606639806,6.60441678775268e-06
"",0.842961439043841,0.156727204442476,0.000290778242640683,2.05782710423381e-05
"",0.820762132655993,0.179131491868644,0.000105006994602051,1.36848075919484e-06
"",0.797978693895185,0.201866819968224,0.000147549728263437,6.93640832935932e-06
"",0.775151865393796,0.224428538033349,0.000416283515035209,3.31305781781045e-06
"",0.75204139701703,0.247618527711484,0.000322293687468349,1.77815840173341e-05
"",0.729262993751966,0.27067487066013,5.66843635112163e-05,5.45122439363113e-06
"",0.706417124612838,0.293201132925711,0.000368551696791531,1.31907646587931e-05
"",0.683668291730696,0.314847157778653,0.00145767023193375,2.68802587175299e-05
"",0.661680446482445,0.337362379623815,0.000942648811651692,1.45250820892676e-05
"",0.639863181079228,0.360048124515912,7.98686692830003e-05,8.82573557494828e-06
"",0.617682274314434,0.380857197686938,0.00138510289952138,7.54250991074276e-05
"",0.597283875565103,0.402118587323239,0.000595482591913619,2.05451974496722e-06
"",0.576728394785587,0.423121858488529,0.000133124129151476,1.66225967322421e-05
"",0.556946991840011,0.442261072952052,0.000782856952014212,9.07825592106904e-06
"",0.537814689785385,0.461675123811055,0.000506015917444067,4.17048611647784e-06
"",0.519202122217814,0.480503157108786,0.000286792179054266,7.92849434825698e-06
"",0.500979512529921,0.498567288436433,0.000404719705016294,4.84793286298996e-05
"",-1.98089773283524,2.97924935220291,0.00161649936027935,3.18812720710093e-05
"",-1.73812632261476,2.73662122449567,0.00143049077856161,7.46073405267691e-05
"",-1.53593172149402,2.53117439155958,0.0047318899396627,2.54399947752844e-05
"",-1.35984816632329,2.35221011960633,0.00750080171276679,0.000137245004198107
"",-1.2091248713711,2.20749796310133,0.00142811448451354,0.000198793785243721
"",-1.07174435382998,2.06560287490834,0.006031915972182,0.000109562949447087
"",-0.947275206408118,1.93601789072028,0.0112298799159375,2.74357718993805e-05
"",-0.838596319071982,1.83429311138626,0.00429761329646495,5.59438926339464e-06
"",-0.734846786161962,1.72992265024924,0.00482985218306845,9.42837296492568e-05
"",-0.642484569000007,1.64113875358452,0.00132547710181992,2.03383136691518e-05
"",-0.555060639844162,1.55422093925924,0.000770880751464337,6.88198334583575e-05
"",-0.470779056253172,1.46326304867213,0.00743891185346808,7.70957275695985e-05
"",-0.398301629766901,1.39784902631218,0.000355872927540869,9.67305271843515e-05
"",-0.327815661293753,1.32761685780312,0.000189077948289005,9.72554234329286e-06
"",-0.261461116492277,1.2600331721647,0.00137429673018248,5.3647597396892e-05
"",-0.199987496463379,1.19844276900645,0.0014210844263861,0.000123643030542487
"",-0.142369904957535,1.13952190259142,0.00275838551131649,8.96168547936106e-05
"",-0.0903958714280513,1.09003378754797,0.000318477906371855,4.3605973707304e-05
"",-0.0399510076424027,1.03880682372806,0.000899801547872792,0.000244382366472839
"",0.0625340875795057,0.282638307422015,0.654827604998479,0
"",0.0831542374490402,0.806958452197492,0.109850615208332,3.66951451371206e-05
"",0.0796296888915354,0.808478517068875,0.1118751565926,1.66374469896308e-05
"",0.0761545668376395,0.811026713921257,0.112793851094019,2.48681470824763e-05
"",0.0727835817718812,0.814017520248016,0.113179450769034,1.94472110678423e-05
"",0.0695771463629142,0.819851408073559,0.110558773984615,1.26715789138124e-05
"",0.0663900893111464,0.822054756538652,0.111533772383511,2.13817666911296e-05
"",0.0631572870434776,0.819288768367332,0.117507640928173,4.63036610173913e-05
"",0.0602936857726312,0.830260472826988,0.109437347244455,8.49415592531501e-06
"",0.0572214110428349,0.83096106879438,0.111804914548793,1.26056139916224e-05
"",0.0543041608665997,0.829078438404577,0.116617256478897,1.44249926246622e-07
"",0.0515502457622127,0.834352608257679,0.114075393364058,2.17526160501484e-05
"",0.048829725268066,0.834241440608197,0.116924508999367,4.32512436950337e-06
"",0.0462475516719625,0.838572277330681,0.115170116866192,1.00541311613829e-05
"",0.0436893349738993,0.841164715401137,0.115130691573861,1.52580511008987e-05
"",0.041299077472462,0.847958417875583,0.110740299805683,2.20484627239383e-06
"",0.0388132243894306,0.84703267334283,0.114150813974039,3.28829370141464e-06
"",0.0362643856386595,0.840418554917761,0.12330543207129,1.16273722875874e-05
"",0.0341677100067247,0.850524291254323,0.115299242187203,8.75655174907756e-06
"",0.0318540038331931,0.848751535290577,0.119380367027284,1.40938489448365e-05
"",0.0298521214025272,0.857750840433187,0.112378642360932,1.83958033524612e-05
"",0.027695581509082,0.856720963364132,0.115579405083189,4.05004359610082e-06
"",0.0255154425921564,0.853194548492637,0.121284727149005,5.28176620221462e-06
"",0.0236888117057516,0.862073305981174,0.114229581947711,8.30036536425686e-06
"",0.0217429342104037,0.863321481516148,0.114931655072809,3.92920063934108e-06
"",0.0197626600763988,0.861338601591277,0.118896901272717,1.83705960808993e-06
"",0.0179866733131094,0.865564360308542,0.116448403207,5.63171348216751e-07
"",0.0160945800400956,0.864023410913345,0.119861052160312,2.09568862484872e-05
"",0.0142887607688203,0.862565181130845,0.123144305394973,1.75270536081964e-06
"",0.0127079007800978,0.868365571548782,0.118925312222228,1.21544889285101e-06
"",0.0109266874421325,0.864483967724815,0.124589117556098,2.2727695566013e-07
"",0.00939723617286935,0.868702290556102,0.121896706133161,3.76713786811842e-06
"",0.00786228651026196,0.871235213451016,0.120889886849299,1.26131894245853e-05
"",0.00634232025580524,0.872133163239349,0.121521030672511,3.48583233366312e-06
"",0.00482688363549931,0.871955946766922,0.123209490668274,7.67892930741902e-06
"",0.00339642990425972,0.873188815583022,0.123414605363874,1.49148845079683e-07
"",0.00206588666356693,0.876893403883536,0.121037759926126,2.94952677159736e-06
"",0.00073426415826596,0.879076656019848,0.120179733827007,9.34599488249979e-06
"",6.3856500850127e-06,0.900154642059153,0.0998375427498307,1.42954093065512e-06
"",7.98096719637326e-06,0.938759724131601,0.0612309512620101,1.3436391914465e-06
"",3.34085217907844e-06,0.967476957393383,0.0325188641196674,8.37634768725707e-07
"",8.99658260615052e-08,0.986865913740885,0.0131324544914608,1.54180182789079e-06
"",2.32179626375228e-07,0.997646963539283,0.00235278674537191,1.7535717279208e-08
"",2.32179626375228e-07,0.997646963539283,0.00235278674537191,1.7535717279208e-08
"",0,1,0,0
