"","V1","V2","V3","V4"
"mPercrisk",0.250639978330344,0.250529570710262,0.249747856199828,0.249082594759566
"",0.250639978330344,0.250529570710262,0.249747856199828,0.249082594759566
"",0.253721965103928,0.25377061477135,0.254639434149278,0.237867985975444
"",0.256381061806519,0.258333975223666,0.258297200943872,0.226987762025944
"",0.263353120564735,0.262728755954057,0.263462850526632,0.210455272954576
"",0.267275503279764,0.267253871667752,0.267278249709097,0.198192375343389
"",0.27079647769905,0.271417431137322,0.271415211496567,0.186370879667061
"",0.27500555237927,0.275862006212256,0.276039439900088,0.173093001508386
"",0.279650596011175,0.279847426324078,0.280052634739112,0.160449342925635
"",0.284525268471027,0.284484419388889,0.284485885079286,0.146504427060798
"",0.283028109114711,0.288200383984658,0.287700668485433,0.1410708384152
"",0.290075830667596,0.292169508562477,0.292263506918813,0.125491153851115
"",0.29593571491631,0.296174537980578,0.29616827254915,0.111721474553961
"",0.299627319153863,0.299602321244339,0.299815284610031,0.100955074991769
"",0.302617391199951,0.303088906412826,0.303290200999488,0.0910035013877348
"",0.305572791529872,0.306383304664229,0.306555156756746,0.0814887470491532
"",0.309050901057878,0.30969524141407,0.309574636284987,0.0716792212430647
"",0.311298623072802,0.312812131929335,0.312817452246176,0.0630717927516867
"",0.315627536814336,0.315350988826843,0.315975885595043,0.0530455887637776
"",0.318234275700164,0.318407649709718,0.318738183425809,0.0446198911643094
"",0.321528726614118,0.321006542267256,0.321820109947726,0.0356446211708987
"",0.324441787492814,0.324401564342429,0.324149945111757,0.027006703052999
"",0.326813394610975,0.326330503923141,0.327049384100175,0.0198067173657098
"",0.329733590376798,0.32894821839867,0.329161794442518,0.0121563967820148
"",0.331117246038952,0.331091576455174,0.331139815347814,0.0066513621580604
"",0.329850254834982,0.333487085830391,0.333602032441163,0.00306062689346457
"",0.328438828594762,0.335656442794723,0.335670886576543,0.000233842033972869
"",0.320952547098286,0.339070207813257,0.339109223988339,0.000868021100117702
"",0.315870325211848,0.341207634422704,0.342521343564829,0.00040069680061838
"",0.309953966751613,0.345095198405777,0.344567240094228,0.000383594748381912
"",0.290724937692067,0.349939188572632,0.349945611457699,0.00939026227760143
"",0.277373011097403,0.354139163876596,0.35414738561469,0.0143404394113107
"",0.292133914555141,0.353732677698409,0.353584103440073,0.000549304306375097
"",0.262555768029512,0.360856889775611,0.360081519790202,0.0165058224046731
"",0.280407440289869,0.359537646406922,0.359562444184239,0.000492469118968877
"",0.270948845873171,0.363061412788266,0.36331771181816,0.00267202952040222
"",0.269860660294284,0.364863246678737,0.365205020404501,7.10726224774269e-05
"",0.249354113580592,0.370184866660471,0.370524116283984,0.00993690347495098
"",0.258663886965705,0.370534826949289,0.370801286085005,-4.21459361643608e-20
"",0.253066377964388,0.373579734551618,0.37315037190526,0.00020351557873437
"",0.238951100570209,0.374767413035123,0.380274641256602,0.00600684513806736
"",0.230059159719537,0.380884539246879,0.380928883518403,0.00812741751518133
"",0.236103334975942,0.381216576312119,0.381790266489399,0.000889822222539971
"",0.232390618871578,0.38392620834516,0.383490795949324,0.000192376833936644
"",0.225313471740099,0.386677236805376,0.386678741703252,0.00133054975127335
"",0.222312880176809,0.388760060387489,0.388927059435701,0
"",0.217260326647392,0.391203561297913,0.391327340324619,0.000208771730076563
"",0.206392847183747,0.392235408432763,0.397152992013705,0.00421875236978411
"",0.181316456029323,0.39961451077572,0.399617671313587,0.0194513618813688
"",0.202708411297775,0.398466643056422,0.398719702891275,0.00010524275452795
"",0.197429446951546,0.400790766031005,0.401351320659987,0.000428466357462254
"",0.193252466874615,0.403045103916742,0.403581045119114,0.00012138408952892
"",0.187900627521518,0.405561301657511,0.405838807337886,0.00069926348308478
"",0.184677503903693,0.407299729186327,0.40792595670657,9.68102034097364e-05
"",0.178530324871834,0.41014688743946,0.410147227746023,0.00117555994268211
"",0.17580267879795,0.412008899341024,0.411876832018957,0.000311589842070159
"",0.171845965592423,0.414071604771449,0.414082429636127,0
"",0.167272124370871,0.416219758241907,0.41616510230425,0.000343015082972478
"",0.160678166895575,0.418659185177618,0.418707622679485,0.00195502524732267
"",0.15949116212172,0.420060070667709,0.420448767210571,0
"",0.155563166180297,0.422201021262224,0.422164456908024,7.13556494551214e-05
"",0.151338287614377,0.424118700881307,0.424102495916787,0.00044051558752948
"",0.148016444054863,0.425909588046548,0.425766770904908,0.000307196993680469
"",0.144092117176446,0.427451584605586,0.428091771112487,0.000364527105480375
"",0.140994975415618,0.429751795957218,0.429253228627163,-3.01895842528445e-21
"",0.137609941819346,0.431180662518429,0.431145595407892,6.38002543335197e-05
"",0.132241865130642,0.433096173900987,0.433181626048627,0.00148033491974471
"",0.13068743663096,0.434532298994818,0.434572228299369,0.00020803607485433
"",0.127593604612045,0.436043544617279,0.436224210689743,0.000138640080932206
"",0.124414512855444,0.437783560753481,0.437801926391075,0
"",0.120713503532936,0.43955670209747,0.439525427828582,0.000204366541011991
"",0.117963794999718,0.441594527320233,0.440424885069596,1.67926104541447e-05
"",0.113900625387591,0.443097442774966,0.442179751951553,0.000822179885889562
"",0.111229809448457,0.444052488600856,0.443991586742766,0.000726115207922287
"",0.108771144163574,0.445535041822716,0.445524759458326,0.000169054555384725
"",0.10532388459648,0.446976201926683,0.447052987412476,0.000646926064359198
"",0.102421020705298,0.448309610946495,0.448473484579581,0.000795883768625373
"",0.0978168436751296,0.45013420259276,0.449892087528222,0.00215686620388867
"",0.0970703561160267,0.451136859333522,0.451239961921589,0.000552822628862099
"",0.0949283605888092,0.452625095360656,0.452214866376441,0.000231677674091977
"",0.0915171577459962,0.454033073700269,0.453648862665562,0.000800905888173713
"",0.088095686293653,0.455204292268056,0.455199993483924,0.00150002795436838
"",0.0873478261558554,0.456227668916458,0.456265184152398,0.000159320775289866
"",0.0819041587020806,0.457343154141382,0.457959585053493,0.00279310210304344
"",0.0809754266362642,0.458917786329556,0.45871805754796,0.00138872948621979
"",0.0801561951121047,0.459864895646423,0.459966791091997,1.21181494748346e-05
"",0.077829214563634,0.461047505495448,0.461047502814993,7.5777125924832e-05
"",0.0751665915490572,0.461727949090714,0.462507109780564,0.000598349579664908
"",0.0730388475680096,0.463013056043913,0.463266924590647,0.000681171797430824
"",0.0691977341271473,0.464844399772712,0.463757447882646,0.00220041821749306
"",0.0676672420970163,0.465390410072708,0.465390408958305,0.00155193887197138
"",0.0672112907477649,0.46647838237958,0.466135038656645,0.000175288216010418
"",0.0647244580254301,0.467369178585084,0.4672765100907,0.000629853298785792
"",0.0630594096705329,0.468434721674231,0.468317657174573,0.000188211480663969
"",0.0605744955207339,0.46944901118897,0.469353989775449,0.000622503514848189
"",0.0591632679804801,0.470461627887092,0.470335084663761,4.00194686665757e-05
"",0.0573547190173228,0.469907497466824,0.472600766242107,0.000137017273744187
"",0.0551061813880831,0.472181717492173,0.472155469722693,0.000556631397050339
"",0.0531888601195809,0.473178134123272,0.472912726136562,0.000720279620584986
"",0.0516193298654968,0.473565329324037,0.474144510491293,0.000670830319174106
"",0.0505724039974613,0.474493608351976,0.474785201543469,0.0001487861070928
"",0.0488800956194553,0.475517183723198,0.47550803615125,9.46845060969522e-05
"",0.047293336584405,0.475756853956412,0.47691132082832,3.84886308627076e-05
"",0.045829820921576,0.476341790954461,0.477735076142128,9.33119818336459e-05
"",0.0441411198964463,0.47796301519169,0.477628244180113,0.000267620731750211
"",0.041985869278786,0.478409365566875,0.478416951965518,0.00118781318882155
"",0.040850693030367,0.479319901297572,0.479112388775077,0.000717016896985499
"",0.0393117182401606,0.479810308378451,0.480077389925591,0.000800583455796644
"",0.0379321562177283,0.480590886800497,0.480590886307489,0.000886070674286365
"",0.037157617654279,0.48133495809075,0.481327653352212,0.000179770902758187
"",0.035910178090805,0.481653810292787,0.482161637123872,0.00027437449253543
"",0.0344458765307204,0.482668196109373,0.48266627044893,0.000219656910975762
"",0.0317572751889344,0.483117721610778,0.483119356263879,0.00200564693640813
"",0.0312788195766007,0.483292200030008,0.484306081781632,0.00112289861175872
"",0.0303226875728345,0.484543262691322,0.484281064424875,0.000852985310968989
"",0.0294471710746502,0.485137097446309,0.484887347934784,0.000528383544256846
"",0.0286687150711432,0.485410732561813,0.485795667227358,0.000124885139685916
"",0.0275101253940742,0.48612469231298,0.486133220969787,0.000231961323158881
"",0.0263175365511708,0.486552381273512,0.486630921868106,0.00049916030721167
"",0.0252326193279993,0.487010843902918,0.487235652946099,0.000520883822984856
"",0.0242312332913314,0.487097598753896,0.488183463566202,0.00048770438857097
"",0.0234622513964994,0.48826157698329,0.488220525889123,5.5645731088596e-05
"",0.0225789761978632,0.488746127072225,0.488661882052766,1.30146771469341e-05
"",0.0214818853764557,0.489042878099649,0.489059343976593,0.00041589254730196
"",0.0204515936127232,0.489204114623771,0.489620070890925,0.00072422087258019
"",0.0199427500741772,0.490072926243947,0.489984323681876,0
"",0.0187720950132978,0.490472013076627,0.490127026493606,0.000628865416468617
"",0.0179928346953995,0.49076850304696,0.490776462216984,0.000462200040657319
"",0.0172065291693845,0.491080442470052,0.491165251545844,0.000547776814719572
