"","vmu","vrisk","vmaxpercrisk","vmaxriskcontrib"
"1",0.00627674835819685,0.0228342996665109,0.977114714288421,0.022311730194619
"2",0.00627675008232715,0.0228342996655708,0.977117687742698,0.0223117980904464
"3",0.00628675268344823,0.0228690198606884,0.986951494331311,0.0225706133253988
"4",0.00629675299892122,0.0229262602652087,0.982976068808341,0.0225359651879717
"5",0.00630675683546059,0.0229869552158057,0.978703392558272,0.0224974110542941
"6",0.00631675868629751,0.0230506913760464,0.974030590338255,0.0224520785287154
"7",0.00632676069158104,0.0231174234916318,0.969268291812434,0.0224069855788386
"8",0.00633677225780531,0.0231871109326298,0.963771264629072,0.0223470712266352
"9",0.00634677446936783,0.023259624154601,0.958925827406306,0.0223042543376105
"10",0.00635677740716168,0.0233347553831196,0.952751714677393,0.0222322282028447
"11",0.00636680939684508,0.0234127723645989,0.947817691352344,0.0221910398507721
"12",0.00637681260733239,0.0234931070453857,0.941933775879388,0.0221289510263988
"13",0.00638682294385989,0.0235761789693117,0.935021370966814,0.0220442311820447
"14",0.00639682620542152,0.0236610685566945,0.930187455081479,0.0220092291452601
"15",0.00640683314759815,0.0237484391499087,0.924212202792803,0.021948597259628
"16",0.00641683410958362,0.0238379839658341,0.91799509253125,0.0218831522964743
"17",0.00642685533503409,0.0239298683923122,0.910508881545002,0.0217883577054033
"18",0.00643691785468324,0.0240253798821306,0.9019703493195,0.021670180284819
"19",0.00644692281269305,0.0241241576162497,0.893215558228432,0.0215480729119891
"20",0.00645694963179742,0.0242251841111088,0.884723710764535,0.0214325947807343
"21",0.00646705593000618,0.0243305197977442,0.87575118416834,0.0213074815243057
"22",0.0064771817605366,0.0244397729007991,0.866451146545819,0.0211758692512168
"23",0.00648719653343724,0.0245498792769013,0.85767172060468,0.0210557372000571
"24",0.00649720982262876,0.0246630144112387,0.848623818106395,0.0209296214556784
"25",0.00650721933641819,0.0247779785911711,0.839946353706613,0.0208121727698747
"26",0.00651724358632833,0.0248963992296551,0.83085566058819,0.0206853142282224
"27",0.00652724477844958,0.0250173334760606,0.821841842212953,0.0205602914312214
"28",0.00653724989083119,0.0251384481826198,0.813381682926788,0.0204471532889471
"29",0.00654727820715664,0.0252643061656256,0.804384591013042,0.020322218582265
"30",0.00655727830252533,0.0253881417759103,0.796195319382667,0.0202139196498034
"31",0.00656731320152551,0.0255159278812066,0.787779745076148,0.0201009311616383
"32",0.00657735833017699,0.0256450709424812,0.779500861821772,0.0199903549011445
"33",0.00658743130648621,0.0257746390039565,0.771559016390848,0.0198866551177219
"34",0.0065974981827942,0.0259077231251609,0.763449057117204,0.0197792267919576
"35",0.00660758001115617,0.0260392237464086,0.75586977009133,0.0196822620665546
"36",0.00661758091950985,0.0261727493205327,0.748254333421572,0.0195838730966451
"37",0.00662758653466764,0.026306001696365,0.740996158866345,0.019492646212138
"38",0.00663763958905786,0.0264393779403352,0.733989982276858,0.0194062385458378
"39",0.00664765201343236,0.026573178019666,0.727088843652642,0.0193210612784948
"40",0.00665765573408778,0.0267065163313805,0.720598207541088,0.0192446677980596
"41",0.00666767755765474,0.0268408671428436,0.714134806414562,0.0191679974610536
"42",0.00667781496366085,0.0269774230720595,0.707710681479439,0.0190922104668864
"43",0.0066878196823209,0.0271104751716653,0.701827482171698,0.0190268765302082
"44",0.00669783316780919,0.0272439372411575,0.696115566272788,0.0189649288001286
"45",0.00670791522430985,0.0273773801432034,0.690786093245424,0.0189119134724183
"46",0.00671799758362677,0.0275092309547272,0.685567210279927,0.0188594267225786
"47",0.00672803933168556,0.027640779213082,0.680431653207634,0.0188076610959046
"48",0.00673804564291435,0.0277720596757689,0.675445241954289,0.0187585055672687
"49",0.00674806312319838,0.0279006366755936,0.670895325240189,0.0187184067168808
"50",0.00675810256466064,0.0280302141563678,0.666768847784423,0.018689673596192
"51",0.00676812817916108,0.0281553856152836,0.662541380311512,0.0186541080487529
"52",0.00677814282018671,0.0282819285077328,0.658615304580934,0.0186269109582566
"53",0.00678823355405374,0.028407679990598,0.654545764682579,0.018594126622304
"54",0.00679828764112126,0.0285314050686836,0.651065943538955,0.0185758261615346
"55",0.00680835577389389,0.0286558664144821,0.647626920667222,0.0185583105250623
"56",0.00681840724294927,0.0287738143675756,0.643865263834693,0.0185264595793095
"57",0.00682841414222488,0.0288930186473513,0.640696701189905,0.0185116617347764
"58",0.00683846209784225,0.0290119915797783,0.637192624149403,0.0184862270465193
"59",0.006848513408181,0.0291277767666593,0.634453891028065,0.0184802313066039
"60",0.0068585185131474,0.0292423467765071,0.6311667768079,0.0184567977612269
"61",0.00686856511056483,0.0293554344792007,0.628813669933764,0.0184590984873664
"62",0.00687857099377505,0.0294660530377582,0.625744280716355,0.018438214163662
"63",0.00688860302125228,0.0295762112392626,0.622789612778866,0.0184197571451663
"64",0.00689870838881791,0.0296860507124821,0.620215750434536,0.0184117562200798
"65",0.00690888118180945,0.0297942043792343,0.617426428933208,0.0183957292127768
"66",0.00691889745057376,0.0298993997326827,0.614714135169297,0.0183795836487572
"67",0.00692915942028633,0.0300062814995439,0.612030367665451,0.0183647554984389
"68",0.00693919952405366,0.0301095154290217,0.609458741512946,0.0183505073809362
"69",0.00694921482653729,0.0302098930569755,0.606645384569068,0.0183266921913393
"70",0.00695927751931509,0.0303129835584958,0.603928171960875,0.0183068647471624
"71",0.00696938982593955,0.0304119103135896,0.601108460547414,0.0182808565909079
"72",0.00697939125043031,0.0305082014287861,0.598297794782693,0.0182529896376289
"73",0.0069894235160789,0.030608585829407,0.595263427023004,0.0182201716971405
