"","V1","V2"
"W",0.853194324746996,0.146805675253005
"",0.848509663841186,0.151490336158815
"",0.843825002935376,0.156174997064624
"",0.839140342029565,0.160859657970435
"",0.834455681123756,0.165544318876244
"",0.829771020217945,0.170228979782055
"",0.825086359312135,0.174913640687865
"",0.820401698406325,0.179598301593675
"",0.815717037500515,0.184282962499485
"",0.811032376594705,0.188967623405295
"",0.806347715688895,0.193652284311105
"",0.801663054783084,0.198336945216916
"",0.796978393877275,0.203021606122726
"",0.792293732971465,0.207706267028536
"",0.787609072065654,0.212390927934346
"",0.782924411159844,0.217075588840156
"",0.778239750254034,0.221760249745966
"",0.773555089348224,0.226444910651776
"",0.768870428442414,0.231129571557586
"",0.764185767536604,0.235814232463396
"",0.759501106630794,0.240498893369206
"",0.754816445724984,0.245183554275016
"",0.750131784819174,0.249868215180826
"",0.745447123913364,0.254552876086636
"",0.740762463007554,0.259237536992446
"",0.736077802101744,0.263922197898256
"",0.731393141195933,0.268606858804067
"",0.726708480290123,0.273291519709877
"",0.722023819384313,0.277976180615687
"",0.717339158478503,0.282660841521497
"",0.712654497572693,0.287345502427307
"",0.707969836666883,0.292030163333117
"",0.703285175761073,0.296714824238927
"",0.698600514855263,0.301399485144737
"",0.693915853949452,0.306084146050548
"",0.689231193043642,0.310768806956358
"",0.684546532137833,0.315453467862167
"",0.679861871232022,0.320138128767978
"",0.675177210326213,0.324822789673787
"",0.670492549420402,0.329507450579598
"",0.665807888514592,0.334192111485408
"",0.661123227608782,0.338876772391218
"",0.656438566702973,0.343561433297028
"",0.651753905797162,0.348246094202838
"",0.647069244891352,0.352930755108648
"",0.642384583985542,0.357615416014458
"",0.637699923079732,0.362300076920268
"",0.633015262173921,0.366984737826079
"",0.628330601268112,0.371669398731888
"",0.623645940362302,0.376354059637699
"",0.618961279456492,0.381038720543508
"",0.614276618550682,0.385723381449318
"",0.609591957644871,0.390408042355129
"",0.604907296739061,0.395092703260939
"",0.600222635833251,0.399777364166749
"",0.595537974927441,0.404462025072559
"",0.590853314021631,0.409146685978369
"",0.586168653115821,0.413831346884179
"",0.58148399221001,0.418516007789990
"",0.576799331304201,0.423200668695799
"",0.57211467039839,0.42788532960161
"",0.56743000949258,0.43256999050742
"",0.56274534858677,0.43725465141323
"",0.55806068768096,0.44193931231904
"",0.55337602677515,0.446623973224850
"",0.54869136586934,0.45130863413066
"",0.54400670496353,0.45599329503647
"",0.53932204405772,0.46067795594228
"",0.53463738315191,0.46536261684809
"",0.5299527222461,0.470047277753900
"",0.525268061340289,0.474731938659711
"",0.52058340043448,0.47941659956552
"",0.51589873952867,0.48410126047133
"",0.511214078622859,0.488785921377141
"",0.506529417717050,0.493470582282951
"",0.501844756811239,0.498155243188761
"",0.497160095905429,0.502839904094571
"",0.492475434999619,0.507524565000381
"",0.487790774093809,0.512209225906191
"",0.483106113187999,0.516893886812001
"",0.478421452282189,0.521578547717811
"",0.473736791376378,0.526263208623622
"",0.469052130470569,0.530947869529431
"",0.464367469564759,0.535632530435242
"",0.459682808658949,0.540317191341052
"",0.454998147753139,0.545001852246862
"",0.450313486847328,0.549686513152672
"",0.445628825941518,0.554371174058482
"",0.440944165035708,0.559055834964292
"",0.436259504129898,0.563740495870102
"",0.431574843224088,0.568425156775912
"",0.426890182318278,0.573109817681723
"",0.422205521412468,0.577794478587532
"",0.417520860506658,0.582479139493342
"",0.412836199600847,0.587163800399153
"",0.408151538695038,0.591848461304963
"",0.403466877789227,0.596533122210773
"",0.398782216883417,0.601217783116583
"",0.394097555977607,0.605902444022393
"",0.389412895071797,0.610587104928203
"",0.384728234165987,0.615271765834013
"",0.380043573260177,0.619956426739823
"",0.375358912354367,0.624641087645633
"",0.370674251448557,0.629325748551444
"",0.365989590542747,0.634010409457253
"",0.361304929636937,0.638695070363063
"",0.356620268731126,0.643379731268874
"",0.351935607825317,0.648064392174684
"",0.347250946919506,0.652749053080494
"",0.342566286013696,0.657433713986304
"",0.337881625107887,0.662118374892113
"",0.333196964202076,0.666803035797924
"",0.328512303296266,0.671487696703735
"",0.323827642390456,0.676172357609544
"",0.319142981484646,0.680857018515354
"",0.314458320578835,0.685541679421165
"",0.309773659673026,0.690226340326974
"",0.305088998767215,0.694911001232785
"",0.300404337861405,0.699595662138595
"",0.295719676955596,0.704280323044404
"",0.291035016049785,0.708964983950215
"",0.286350355143975,0.713649644856025
"",0.281665694238165,0.718334305761835
"",0.276981033332355,0.723018966667645
"",0.272296372426545,0.727703627573455
"",0.267611711520735,0.732388288479265
"",0.262927050614924,0.737072949385076
"",0.258242389709115,0.741757610290885
"",0.253557728803304,0.746442271196696
"",0.248873067897494,0.751126932102506
"",0.244188406991684,0.755811593008316
"",0.239503746085875,0.760496253914125
"",0.234819085180065,0.765180914819935
"",0.230134424274254,0.769865575725746
"",0.225449763368444,0.774550236631556
"",0.220765102462634,0.779234897537366
"",0.216080441556824,0.783919558443176
"",0.211395780651014,0.788604219348986
"",0.206711119745204,0.793288880254796
"",0.202026458839393,0.797973541160607
"",0.197341797933584,0.802658202066416
"",0.192657137027773,0.807342862972227
"",0.187972476121964,0.812027523878037
"",0.183287815216153,0.816712184783847
"",0.178603154310344,0.821396845689656
"",0.173918493404533,0.826081506595467
"",0.169233832498723,0.830766167501277
"",0.164549171592913,0.835450828407087
"",0.159864510687103,0.840135489312897
"",0.155179849781293,0.844820150218707
"",0.150495188875482,0.849504811124518
"",0.145810527969673,0.854189472030327
"",0.141125867063863,0.858874132936137
"",0.136441206158053,0.863558793841947
"",0.131756545252243,0.868243454747757
"",0.127071884346432,0.872928115653568
"",0.122387223440622,0.877612776559378
"",0.117702562534812,0.882297437465188
"",0.113017901629002,0.886982098370998
"",0.108333240723192,0.891666759276808
"",0.103648579817382,0.896351420182618
"",0.0989639189115717,0.901036081088428
"",0.0942792580057623,0.905720741994238
