Nasdaq	NYSE
-0.931765656	-1.139782109
-0.797994481	-0.356277662
-0.297177039	-0.015319331
0.623054975	0.902885587
1.064997857	1.54425191
0.152055705	-0.221507237
-0.374707698	-0.635810317
0.345484167	0.905146567
-0.316159514	-0.014944109
0.450517101	-0.411840608
-0.409477027	-0.813674139
-0.32291236	-0.834078808
0	-0.339263117
-0.489286796	0
-0.675958696	-0.130203365
-0.764456661	0.177647142
0.758506936	1.33446771
0.463018754	0.509014246
0.295683243	-0.094679187
-0.082703218	0.728071289
0.23611368	0.031340711
0.335501654	0.457053476
-0.05289917	-0.205192328
0.434120123	0.643900032
0.41475656	-0.07841107
0.302677763	0.07841107
0.029055409	-0.235417901
-0.384212837	-0.70661159
-0.432546852	-0.809417595
-1.380227172	-1.554651567
-0.458375062	-0.065750746
-0.149276039	-0.518342468
0.607651101	1.580337052
-0.237854664	-0.932063887
-0.842978716	-1.530084496
-0.850145303	-0.87244275
-0.949085423	-1.248608996
-1.360146519	-0.741073968
-0.037186242	-0.202922472
-0.341519783	-0.304355722
-0.580145727	-0.253803166
-0.438899695	1.249916376
0.338749461	0.35200696
1.615142578	4.356222981
1.656162767	-0.1455803
-0.042435816	0.401348462
1.229375493	3.269717899
1.733804268	2.610488533
1.37384874	-0.392692156
1.555510105	1.932783265
1.835225679	0.916412314
-0.320432014	-1.153867025
-0.700647007	0.430935318
0.762564771	1.498644817
-0.230979512	-0.937151617
1.233199485	1.578100101
1.410616669	1.838004863
0	-1.001077069
-0.644754665	0
0.501834676	0.65859251
0.537635704	-0.071611464
-0.164275582	-0.803391576
0.235377945	0.889859372
0.925176667	0.76816349
0.922063096	0.873962319
0.262657276	-0.267381617
-0.101764825	-0.932766433
-0.327420383	-0.129157267
1.021645109	1.7508721
0.377128431	-0.547852084
-0.249489208	-0.169073001
0.244187402	-0.324300803
0.015904573	0.184299846
0.211819609	-0.255172046
-0.413464676	-1.310112384
-0.324546054	-0.862989594
0.557992679	1.193143469
-0.361011222	-0.343708051
0.398100263	0.415277933
1.686185715	3.007765522
1.862943161	2.151122183
1.673127653	1.654149156
1.704926641	2.515292043
-0.074171141	0.051632574
1.47794407	1.738623325
-0.156089979	-1.375490665
-0.190564666	-0.636350149
1.04606009	2.139790617
0.420199126	-0.063954438
1.540037133	1.833531209
1.68482502	-0.099601602
0.470238546	-0.05102495
-2.064928595	-3.875886685
-0.461016477	0.597853942
1.080272042	0.736847369
-0.155634714	-1.048860102
0.358068698	0.104522128
0.88494081	1.253100254
1.448529388	1.527280515
2.325158108	3.636209442
1.000499658	-0.561760268
0.893732168	0.293988499
-0.127818075	-1.093503973
1.510106827	1.727146646
0.09552758	-1.123717628
0.480593223	0.404513947
0.469696854	-1.305168689
-1.415761281	-1.724618841
-1.923855863	-1.294846577
1.228147616	1.735030023
0.669542794	0.38860306
0.056683164	-0.828786506
-1.590543197	-1.871440466
-0.274969128	-0.941048437
0.756557087	0.619817751
0	0.693489951
0.772747084	0
-0.10940202	-0.525445197
1.701799265	2.815566819
1.402031942	0.224501465
0.250122012	-0.01180331
0.414079267	-0.087387819
0.894118665	1.929448219
0.566739026	0.63534817
0.020774904	-0.488281656
-1.447905782	-1.181462094
-1.43924028	-0.347189989
-0.222612361	0.222996935
-0.860849805	-1.687110342
-2.468288627	-1.563348571
-0.039885662	-0.064208571
1.465276035	1.476019363
-0.459710536	-0.836985521
0.280455924	1.516511398
1.096712185	0.16235405
0.556791908	0.649146
0	1.530543843
0.373767969	0
-0.429738521	-0.848187427
0.030141882	0.332452932
-0.427139038	-0.51840811
0.48739556	0.296895673
-0.786181155	-1.541957195
0.45432006	1.862408664
0.4694541	0.576551001
1.653423272	2.357165444
0.837529359	-0.048592239
0.975943017	1.129574516
-0.037360676	-0.604224672
0.851667129	0.639982458
0.234379926	-0.580406792
0.879153502	0.603865893
0.612863903	0.141754543
-0.198465	-0.189795747
-0.589612362	-0.758301726
0.321668064	0.61739678
-0.824561779	-1.587075289
-3.012501571	-2.753826441
1.033796398	1.105330384
0.932136082	-0.109869151
1.647294217	1.746994723
0.605237747	0.215818433
0.57341459	0.478813731
-0.080563952	-1.370079133
0.052373951	0.072097644
0.466126376	0.711316764
0.882082791	1.229391821
0.146921622	0.568361342
-0.365718328	-0.72219457
0.111447233	-0.44147696
1.339543887	1.551165333
0.731314732	0.094418749
0.787879335	0.830366603
0.150657707	-0.244744188
0.003860035	-0.585622415
-0.027023375	-0.058862403
0.880283991	0.363725478
0	-1.616906931
-0.81081006	0
0.312036773	0.79442419
0.888384169	1.765532585
0.049547405	0.116163124
-0.676724496	-1.035970667
0.440200523	1.705110435
0.601654456	0.973304279
0.684817568	0.794114876
0.274875444	0.169807432
-0.207027722	0.034140253
-0.843823	-1.432118202
0.719400323	0.945587695
0.384079999	-0.659244958
0.037575621	-0.411943689
-0.693661833	-0.344043882
-0.034052858	0.26383664
0.155035859	-0.909527927
-0.245900213	-0.243213161
0.378057991	0.173158319
0.496858025	0.692912721
0.445818852	-0.299491089
0.648312565	1.30572084
0.411393572	0.397529398
0.192144315	-0.442754393
-0.644398941	-0.536721249
-0.141284973	-0.114845405
0.745068779	1.049275518
0.007385797	-0.147075427
0	0.033298782
-0.767338297	0
0.03720515	-0.672416327
-0.881754265	-0.572520648
0.101273428	0.401541589
0.508564405	0.627292991
1.005742274	1.356579912
0.706482682	0.437563273
1.166491556	0.645948747
1.038333589	0.884674646
0.995707804	0.37305915
0.435838615	0.580197405
-0.343551667	-0.580197405
1.041179752	1.210349009
0.710227773	-0.369591304
0.594381214	0.217813527
-0.685065187	-0.937289361
0.532462237	1.672492808
0.284209258	-0.162118382
0.658884354	0.880830236
0.760407843	0.820985457
-0.863610577	-1.313782106
-0.30679629	0.107689661
1.22157783	0.662880736
1.391992401	0.680558531
1.442525348	1.126713553
0.3342769	-0.124895936
0.556847515	0.156590716
-0.47757942	-0.535204014
-0.244612048	-0.359066813
0.59067307	0.44266388
-1.438206186	-0.929458315
0.472845608	0.30777738
0.823785116	-0.096141335
-0.227598931	-0.765408642
0.244071496	0.042396407
0.098778448	0.723012235
1.145263	1.253569726
0.583924322	0.448214313
0.718720361	-0.344373684
0.211728553	-0.470617079
0	-1.214970084
-1.069632286	0
-0.252967638	0.053263924
0.808542568	0.782614431
1.089230695	0.273766852
0.518012377	0.282933362
-0.416104785	-1.085445005
-0.536177201	-0.85144585
0.079970575	0.298730618
0.796207907	0.637862968
0.887434964	1.231014426
0.623738486	0.406665121
0.622977345	0.861152668
1.375418728	1.129384926
-0.119520095	0.061781431
-0.454867551	-0.041505191
0.40886022	0.762676032
0.681803451	0.304213299
-0.262387263	-0.172082527
0.481532078	-0.020095598
-1.399180882	-1.098943882
-2.646161175	-1.671397021
0.117068245	0.456476116
0.774880243	0.876655427
0.899612489	0.511316881
0	-1.294969536
-1.387149824	0
0.62550299	1.111273916
0.278486342	-0.543389947
-0.143839925	-0.31964788
0.253144912	0.565509418
-1.082686197	-1.446891993
-0.741072558	-0.14584732
0.285678203	0.343583746
-0.833921696	-0.991622858
-0.828042474	-0.337053835
0.283204257	0.546270341
1.780500271	2.441281452
0.795539138	-0.050277008
0.443750728	-0.051269898
0.04052685	0.337125099
-0.143476523	0.518437388
-1.680817638	-1.471886789
-2.107502101	-1.483005297
-1.472848008	-1.515361534
-0.620423084	-0.382959302
0.363480557	-0.095717409
0.224038048	0.648077385
-1.378509469	-1.171607041
0.166694488	0.28838147
-1.771087915	-1.517980372
-0.227430978	0.368630037
0.808926243	0.828537199
0.306289262	0.107389632
0.676560842	0.469738164
0.731678134	0.911938181
-0.641592547	-0.253984897
0.329621234	1.106204869
-0.352968966	-0.82026758
-0.227090667	0.200467825
-0.113739015	0.189128176
-1.721793995	-0.875976336
-0.958058379	-0.884729673
-0.458313316	-0.278725342
0.269039897	0.663607348
-0.327772992	0
0.172646015	0.180313633
0.879307719	0.974493803
0.725764298	-0.062810002
1.114123611	0.473590315
0	1.623522563
1.128408848	0
-0.156148805	0.123951431
0.341880675	-0.010729875
0.145690566	-0.423284159
-0.487571241	-0.70684873
-0.945404493	-0.470719407
0.137521614	0.303847815
-0.386211082	-0.492360506
0.362745167	0.982308696
1.18648284	0.951325514
0.505627409	0.811040748
-0.032969569	-0.429924941
0.42775887	0.755975488
-0.312412902	-0.132028487
0.052685305	0.325419577
-0.989173561	-0.93966321
-0.339694602	-0.225360964
-0.156915148	-0.402442479
-0.88600103	-0.641596096
-0.679872057	-0.260751209
0.057680891	0.260751209
-0.081441519	0.817193906
0.409926889	1.442800266
0.532759125	0.28397118
0.020175527	0.917376385
-0.678105933	-1.252278987
-1.301551593	-0.438311999
-0.395169148	0.061768909
-0.272371697	-0.020263718
0.013808817	0.274657935
-2.117607168	-1.497080396
-1.33815687	-0.673396617
0.499020818	0.166074634
-0.627743974	-0.603707781
-0.963516352	-0.020746376
0.644571109	0.271338456
-0.269566162	-0.595936952
-0.126046654	-0.367432066
-0.49129497	-0.824168139
-0.577458976	0.011033708
-0.551508913	0.042117508
0.78071244	0.729222966
-0.116355187	-0.729222966
-0.616756512	-0.595299709
-0.753278471	-0.331360293
-0.573343042	-0.138729282
0.5290724	1.181621763
0.764597167	0.32792815
1.472191762	1.122575721
0.855135996	0.240538765
-0.211306778	-0.584606415
0.365029214	0.418065355
0.470421395	0.041414809
0.007110605	0.550564735
0.627294599	-0.561409813
0.528542457	0.426997894
0.049188393	0.072624495
0	0.154886807
0.280613324	0
-0.357920236	-0.372918714
0.05271574	0.776651587
0.368234122	-0.776651587
0.139923764	0
-0.757924959	-0.553100391
-0.50141348	0.115605236
-0.155879154	-0.168017434
0.035448423	0.261786719
-0.561559622	-0.429096098
-0.021387325	-0.052527516
-0.203408046	0.251485281
-0.365029214	-0.376472898
-0.900355418	-0.91737359
-0.387843247	-0.936989489
0.239408124	0.352274755
-0.155912938	-0.063499425
-0.389027741	-0.17154913
0.407169647	0.850812192
0.210205934	-0.179415395
0.119402999	-0.106397938
0	0.803209135
0.050612777	0
-0.039765025	0.316308017
0.177013575	-0.210760805
0.554297212	0.158112233
0	0
-0.348776939	-0.516029915
1.195861011	1.550987183
1.230958913	1.209126566
1.205570642	0.379168515
-0.219065755	-0.133660078
0.125239188	-0.50330949
0.017381933	-0.061386459
-0.017381933	0.02046634
-0.27155009	-0.402297148
-0.195414795	0.092906362
0.198900877	0.309390786
0.121936364	-0.155063739
-0.251002398	-0.309871656
-0.728677248	-0.487765152
-1.491322515	0.197551799
-0.493722158	0.559084599
-0.528616582	-1.665868337
-0.629342355	-0.398908258
-0.885590438	-0.116690201
-1.456488571	-0.68794175
-0.297586055	0.211793245
-0.747862739	-0.413966931
-0.101391323	0.371844776
-0.811065049	-1.387873028
-2.05498478	-1.681142824
-0.32142539	0.251039673
-1.504610521	-1.727608038
-0.897860279	-0.411304603
0.929356342	0.389257012
-1.375341233	-0.881676245
0.739565995	0.936261399
0.118774264	-0.188024278
-0.352775997	-0.133617422
-0.202714858	-0.267771648
0	-0.694903328
-0.546591159	0
-0.320564467	-0.224543425
-0.834261766	-0.090598543
1.745174976	2.009990607
1.138892411	1.153415325
-1.095153967	-1.43075866
0.404666108	0.221936169
0.367538501	0.694027504
0.801513013	0.656235535
-0.65960192	-0.77677131
-0.640191872	-0.983201681
-1.228575485	-1.094822458
0.200473184	0.337007525
-0.260693592	-0.504874801
0.292732039	1.12925061
0.371695638	0.41025591
-0.167691487	0
0.319170429	0.386677878
0.91987485	1.16248425
-0.681163776	-0.942640969
0.432205911	0.582172279
-0.098964836	-0.109741084
-0.683545959	-1.10094384
-0.315526972	0.055493026
-0.272392413	-0.122544542
-0.080256826	0.343164773
