"Bond","SP500","NAREIT","SPGSCI"
"Q1y_1981",0.4,0.344951336804919,0,0.255048663195081
"Q2y_1981",0.4,0.308851959455855,0.0608764085449325,0.230271631999213
"Q3y_1981",0.4,0.290623300289014,0.0737532256617425,0.235623474049244
"Q4y_1981",0.4,0.324486571827686,0.0276354518305938,0.247877976341721
"Q1y_1982",0.4,0.308137653419721,0,0.291862346580279
"Q2y_1982",0.4,0.280203055419123,0.0475704755187863,0.27222646906209
"Q3y_1982",0.4,0.268854972973572,0.0679552440117009,0.263189783014728
"Q4y_1982",0.4,0.194826917389717,0.096007277800583,0.3091658048097
"Q1y_1983",0.4,0.200610106217816,0.0819418014053209,0.317448092376863
"Q2y_1983",0.4,0.212007155883568,0.0846208768748938,0.303371967241538
"Q3y_1983",0.4,0.186611120743278,0.119289129899228,0.294099749357494
"Q4y_1983",0.4,0.165949929288383,0.144811742871333,0.289238327840284
"Q1y_1984",0.4,0.122813896911575,0.20642136313788,0.270764739950546
"Q2y_1984",0.4,0.0889988527370656,0.250615796679461,0.260385350583474
"Q3y_1984",0.4,0.0476796894322973,0.152320310567703,0.4
"Q4y_1984",0.4,0.0462121831670618,0.219698810577387,0.334089006255551
"Q1y_1985",0.4,0.00174173045310196,0.229943265552836,0.368315003994062
"Q2y_1985",0.4,0,0.211727045989413,0.388272954010587
"Q3y_1985",0.4,0,0.225477777945729,0.374522222054271
"Q4y_1985",0.4,0.0592095857260464,0.140790414273953,0.4
"Q1y_1986",0.4,0.0292403295101183,0.197258336089626,0.373501334400256
"Q2y_1986",0.4,0.0156772500285573,0.296584703782246,0.287738046189196
"Q3y_1986",0.4,0.0145189102159869,0.321078307768525,0.264402782015488
"Q4y_1986",0.4,0.00706716093204366,0.335699380463013,0.257233458604944
"Q1y_1987",0.4,0,0.335189398890588,0.264810601109412
"Q2y_1987",0.4,0,0.388313604084508,0.211686395915493
"Q3y_1987",0.4,0,0.367496147047279,0.232503852952721
"Q4y_1987",0.4,0,0.346541187249494,0.253458812750506
"Q1y_1988",0.4,0.123162249821048,0.0979623133453593,0.378875436833593
"Q2y_1988",0.4,0.0956359010525154,0.128591293521533,0.375772805425951
"Q3y_1988",0.4,0.0658220993245784,0.169431345138375,0.364746555537047
"Q4y_1988",0.4,0.0373475557137179,0.199325861224414,0.363326583061868
"Q1y_1989",0.4,0.029590199479759,0.250063133508618,0.320346667011623
"Q2y_1989",0.4,0.0182515022820709,0.273000491493276,0.308748006224653
"Q3y_1989",0.4,0,0.290673997962863,0.309326002037137
"Q4y_1989",0.4,0,0.298041853878101,0.301958146121899
"Q1y_1990",0.4,0.0265741293219059,0.267235996619006,0.306189874059088
"Q2y_1990",0.4,0.0251945705912947,0.249101501487722,0.325703927920983
"Q3y_1990",0.4,0.000410995651452875,0.273529618523201,0.326059385825346
"Q4y_1990",0.4,0.248190380951099,0.234826887187972,0.116982731860929
"Q1y_1991",0.4,0.0866325479442889,0.205762332854615,0.307605119201096
"Q2y_1991",0.4,0.117036751877503,0.168892047575724,0.314071200546773
"Q3y_1991",0.4,0.0498909981912591,0.24032235611093,0.309786645697811
"Q4y_1991",0.4,0.00760594619361384,0.290572899196271,0.301821154610115
"Q1y_1992",0.4,0.0105015493066964,0.38464009927473,0.204858351418573
"Q2y_1992",0.4,0.0209242388232567,0.268912848905751,0.310162912270993
"Q3y_1992",0.4,0.00763394366724349,0.293834748919021,0.298531307413736
"Q4y_1992",0.4,0,0.301629930319416,0.298370069680584
"Q1y_1993",0.4,0,0.316103490776633,0.283896509223367
"Q2y_1993",0.4,0.0659058097885036,0.189802424353074,0.344291765858422
"Q3y_1993",0.4,0.0634312800650476,0.245925952933844,0.290642767001108
"Q4y_1993",0.4,0.0304724606855399,0.247865611148371,0.321661928166089
"Q1y_1994",0.4,0.075372880724336,0.241782074705764,0.2828450445699
"Q2y_1994",0.4,0.0641851300419768,0.218336077746125,0.317478792211898
"Q3y_1994",0.4,0.0342682326820468,0.241090175693468,0.324641591624486
"Q4y_1994",0.4,0.036145139698248,0.300210172864972,0.26364468743678
"Q1y_1995",0.4,0.0983463519674603,0.186489750984386,0.315163897048154
"Q2y_1995",0.4,0.0479956306576675,0.233639015414919,0.318365353927414
"Q3y_1995",0.4,0.0333002991408086,0.263726837577087,0.302972863282104
"Q4y_1995",0.4,0.0773048770133804,0.233743310066468,0.288951812920151
"Q1y_1996",0.4,0.265642969052318,0.171499858180916,0.162857172766766
"Q2y_1996",0.4,0.333853936489364,0.0978994830832943,0.168246580427342
"Q3y_1996",0.4,0.4,0.0539832466390194,0.146016753360981
"Q4y_1996",0.4,0.158273050077858,0.215565976419847,0.226160973502295
"Q1y_1997",0.4,0.263125016563182,0.0664718516303712,0.270403131806447
"Q2y_1997",0.4,0.137978139807991,0.22183007289848,0.240191787293529
"Q3y_1997",0.4,0.130400096321247,0.243238385226784,0.226361518451968
"Q4y_1997",0.4,0.089362723763097,0.195124759720987,0.315512516515916
"Q1y_1998",0.4,0.0963447361092481,0.33869094356081,0.164964320329942
"Q2y_1998",0.4,0.0636825369816274,0.317228937134374,0.219088525883999
"Q3y_1998",0.4,0.0967695215615848,0.282565273795001,0.220665204643414
"Q4y_1998",0.4,0.319720788271837,0.0540618261625732,0.22621738556559
"Q1y_1999",0.4,0.204729630742249,0.240067485689271,0.15520288356848
"Q2y_1999",0.4,0.130003249171529,0.359312527842491,0.110684222985979
"Q3y_1999",0.4,0.153137489621694,0.292072251052613,0.154790259325693
"Q4y_1999",0.4,0.161219896250531,0.240463867729313,0.198316236020156
"Q1y_2000",0.4,0.10754531521097,0.284139501439516,0.208315183349514
"Q2y_2000",0.4,0.063907317016624,0.329751650396768,0.206341032586608
"Q3y_2000",0.4,0.0975396483180827,0.328239365902632,0.174220985779285
"Q4y_2000",0.4,0.156721624313397,0.290919738196526,0.152358637490076
"Q1y_2001",0.4,0.170983149768425,0.239843991651532,0.189172858580043
"Q2y_2001",0.4,0.0694638824941505,0.34635728584389,0.18417883166196
"Q3y_2001",0.4,0.112424814613931,0.30807567059477,0.179499514791299
"Q4y_2001",0.4,0.114091588925827,0.327876995817099,0.158031415257074
"Q1y_2002",0.4,0.114189503877814,0.314401885859173,0.171408610263013
"Q2y_2002",0.4,0.128326560425441,0.322999384163162,0.148674055411396
"Q3y_2002",0.4,0.0329756423196428,0.398493614303739,0.168530743376618
"Q4y_2002",0.4,0.0289960098157655,0.330330427327719,0.240673562856515
"Q1y_2003",0.4,0.0246174944871528,0.357760647210218,0.217621858302629
"Q2y_2003",0.4,0.100109460642051,0.4,0.0998905393579491
"Q3y_2003",0.4,0.0798656658228674,0.4,0.120134334177133
"Q4y_2003",0.4,0.0687337793595297,0.381793470590925,0.149472750049545
"Q1y_2004",0.4,0.0743383789975981,0.342847089994715,0.182814531007687
"Q2y_2004",0.4,0.111520528239728,0.275020014693405,0.213459457066867
"Q3y_2004",0.4,0.268163456188616,0.0624653169301966,0.269371226881187
